index:7,title:Honey Nway Oo,picture:MainPicture/main7.jpg,special:no

index:100,title:All Kar (Apyar Kar),picture:MainPicture/special.png,special:yes

index:1,title:Aye Wutyi Thaung,picture:MainPicture/main1.jpg,special:no

index:2,title:Khin Wint War,picture:MainPicture/main2.jpg,special:no

index:3,title:Theingi Maung Maung,picture:MainPicture/main3.jpg,special:no

index:4,title:Swal Myat Thinzar,picture:MainPicture/main4.jpg,special:no

index:5,title:Ei Chaw Po,picture:MainPicture/main5.jpg,special:no

index:6,title:Kin Yati Thin,picture:MainPicture/main6.jpg,special:no

index:8,title:Su Hlaing Win,picture:MainPicture/main8.jpg,special:no

index:9,title:Htar Hla Yee,picture:MainPicture/main9.jpg,special:no

index:10,title:Su Eaint San,picture:MainPicture/main10.jpg,special:no

index:11,title:Su Yati Lin,picture:MainPicture/main11.jpg,special:no

index:12,title:Naw Phaw Eh Htar,picture:MainPicture/main12.jpg,special:no

index:13,title:M Seng Lu,picture:MainPicture/main13.jpg,special:no

index:14,title:Lu Lu Aung,picture:MainPicture/main14.jpg,special:no

index:15,title:Win Shwe Yee Thin,picture:MainPicture/main15.jpg,special:no

index:16,title:Wutt Hmone Shwe Yi,picture:MainPicture/main16.jpg,special:no

index:17,title:Thinzar Wint Kyaw,picture:MainPicture/main17.jpg,special:no

index:18,title:Moe Yu San,picture:MainPicture/main18.jpg,special:no
